Game_Date	Day_of_Week	Home_Team	Day_or_Night	Home_Game_Number	Attendance	Prior_Attendance	Prior_Wins
2001-04-17	Tue	MIN	N	8	10623	6630	94
2001-04-17	Tue	ATL	N	8	27522	29992	101
2001-04-17	Tue	CHN	D	7	18189	27769	67
2001-04-17	Tue	CIN	N	5	15729	36383	78
2001-04-17	Tue	SEA	N	5	34536	45261	93
2001-04-17	Tue	TBA	N	4	19433	13639	55
2001-04-17	Tue	TOR	N	8	20019	13622	78
2001-04-17	Tue	NYN	N	8	20177	18001	75
2001-04-17	Tue	SDN	N	7	16615	46352	66
2001-04-17	Tue	SFN	N	4	41059	40930	95
2001-04-17	Tue	SLN	N	8	28517	27997	97
2001-04-18	Wed	SEA	N	6	48823	45488	93
2001-04-18	Wed	TBA	N	5	16622	14034	55
2001-04-18	Wed	TOR	N	9	19770	13825	78
2001-04-18	Wed	NYN	D	9	20721	17002	75
2001-04-18	Wed	PIT	N	5	20339	10290	72
2001-04-18	Wed	SDN	N	8	17040	33995	66
2001-04-18	Wed	SFN	N	5	41059	40930	95
2001-04-18	Wed	SLN	N	9	29144	32510	97
2001-04-18	Wed	ANA	N	9	17962	16494	99
2001-04-18	Wed	BAL	N	9	28801	44092	67
2001-04-18	Wed	DET	N	7	13180	21632	55
2001-04-18	Wed	MIN	D	9	12270	7606	94
2001-04-18	Wed	ATL	D	9	30233	31451	101
2001-04-18	Wed	CHN	D	8	0	17572	67
2001-04-18	Wed	CHN	D	9	0	27507	67
2001-04-18	Wed	CHN	D	8	26793	17572	67
2001-04-18	Wed	CHN	D	9	26793	27507	67
2001-04-18	Wed	CIN	N	6	16837	37151	78
2001-04-19	Thu	BAL	D	10	34100	48230	67
2001-04-19	Thu	DET	N	8	14571	20526	55
2001-04-19	Thu	FLO	N	7	10940	16463	79
2001-04-19	Thu	SEA	N	7	25016	37034	93
2001-04-19	Thu	TBA	N	6	22026	15464	55
2001-04-19	Thu	TEX	N	7	33311	40186	72
2001-04-19	Thu	TOR	N	10	24684	13572	78
2001-04-19	Thu	SDN	D	9	15896	49428	66
2001-04-19	Thu	SFN	N	6	41059	40930	95
2001-04-20	Fri	SEA	N	8	38518	38200	93
2001-04-20	Fri	TBA	N	7	13013	22221	55
2001-04-20	Fri	TEX	N	8	39041	38166	72
2001-04-20	Fri	PHI	N	6	16245	11926	80
2001-04-20	Fri	PIT	N	6	31692	11162	72
2001-04-20	Fri	SFN	N	7	41059	40930	95
2001-04-20	Fri	CHA	N	7	16557	16410	81
2001-04-20	Fri	CLE	N	6	33127	42134	74
2001-04-20	Fri	KCA	N	7	28018	23724	62
2001-04-20	Fri	NYA	N	7	54366	27372	103
2001-04-20	Fri	ARI	N	7	32011	33743	98
2001-04-20	Fri	CIN	N	7	26557	37798	78
2001-04-20	Fri	FLO	N	8	11551	9494	79
2001-04-20	Fri	HOU	N	7	39152	42092	84
2001-04-20	Fri	LAN	N	8	34368	31940	92
2001-04-21	Sat	CHA	D	8	19096	12154	81
2001-04-21	Sat	CLE	D	7	42068	42885	74
2001-04-21	Sat	KCA	N	8	18246	14677	62
2001-04-21	Sat	NYA	D	8	55483	27919	103
2001-04-21	Sat	ARI	N	8	31724	30275	98
2001-04-21	Sat	CIN	D	8	28135	25888	78
2001-04-21	Sat	FLO	N	9	17587	10911	79
2001-04-21	Sat	HOU	D	8	40981	42121	84
2001-04-21	Sat	LAN	N	9	30295	28790	92
2001-04-21	Sat	SEA	D	9	39274	29701	93
2001-04-21	Sat	TBA	D	8	14026	22042	55
2001-04-21	Sat	TEX	N	9	45174	43644	72
2001-04-21	Sat	PHI	N	7	17123	12250	80
2001-04-21	Sat	PIT	D	7	33105	20725	72
2001-04-21	Sat	SFN	D	8	41059	40930	95
2001-04-22	Sun	SEA	D	10	44192	30354	93
2001-04-22	Sun	TBA	D	9	18934	15601	55
2001-04-22	Sun	TEX	D	10	32527	39294	72
2001-04-22	Sun	PHI	D	8	26756	13560	80
2001-04-22	Sun	PIT	D	8	35676	19592	72
2001-04-22	Sun	SFN	D	9	41059	40930	95
2001-04-22	Sun	CHA	D	9	19730	15461	81
2001-04-22	Sun	CLE	D	8	34125	42453	74
2001-04-22	Sun	KCA	D	9	17371	14209	62
2001-04-22	Sun	NYA	D	9	55278	35987	103
2001-04-22	Sun	ARI	D	9	31076	31237	98
2001-04-22	Sun	CIN	D	9	30682	22795	78
2001-04-22	Sun	FLO	D	10	10609	9396	79
2001-04-22	Sun	HOU	N	9	31020	38695	84
2001-04-22	Sun	LAN	D	10	31040	30246	92
2001-04-23	Mon	ARI	N	10	23328	34458	98
2001-04-23	Mon	HOU	N	10	29122	37939	84
2001-04-23	Mon	SDN	N	10	42932	44845	66
2001-04-24	Tue	TBA	N	10	11056	15067	55
2001-04-24	Tue	TOR	N	11	15381	13985	78
2001-04-24	Tue	SDN	N	11	13872	32083	66
2001-04-24	Tue	SFN	N	10	40723	40930	95
2001-04-24	Tue	SLN	N	10	28345	34966	97
2001-04-24	Tue	BOS	N	11	32557	32479	93
2001-04-24	Tue	CHA	N	10	12441	11658	81
2001-04-24	Tue	CLE	N	9	31942	42065	74
2001-04-24	Tue	DET	N	9	14101	26916	55
2001-04-24	Tue	NYA	N	10	29522	38783	103
2001-04-24	Tue	ARI	N	11	24135	40929	98
2001-04-24	Tue	COL	N	10	43562	36252	73
2001-04-24	Tue	HOU	N	11	29216	38470	84
2001-04-24	Tue	LAN	N	11	23596	34960	92
2001-04-24	Tue	MIL	N	10	27404	7247	56
2001-04-25	Wed	BOS	N	12	33177	32497	93
2001-04-25	Wed	CHA	N	11	12941	13649	81
2001-04-25	Wed	CLE	N	10	31396	42711	74
2001-04-25	Wed	DET	N	10	18919	28393	55
2001-04-25	Wed	NYA	N	11	23684	43721	103
2001-04-25	Wed	ARI	N	12	23097	45659	98
2001-04-25	Wed	COL	N	11	42514	35104	73
2001-04-25	Wed	HOU	N	12	31223	42271	84
2001-04-25	Wed	LAN	N	12	22495	45428	92
2001-04-25	Wed	MIL	N	11	30353	8281	56
2001-04-25	Wed	TBA	N	11	11119	14064	55
2001-04-25	Wed	TOR	N	12	15021	25921	78
2001-04-25	Wed	SDN	N	12	12573	24139	66
2001-04-25	Wed	SFN	N	11	40763	40930	95
2001-04-25	Wed	SLN	N	11	28858	42901	97
2001-04-26	Thu	TBA	D	12	11083	14107	55
2001-04-26	Thu	SDN	D	13	12785	14586	66
2001-04-26	Thu	SFN	D	12	41059	40930	95
2001-04-26	Thu	SLN	D	12	42373	30253	97
2001-04-26	Thu	BOS	N	13	32222	32336	93
2001-04-26	Thu	CHA	N	12	12963	13225	81
2001-04-26	Thu	CLE	N	11	29427	42801	74
2001-04-26	Thu	DET	D	11	18824	28435	55
2001-04-26	Thu	NYA	N	12	30218	42244	103
2001-04-26	Thu	ARI	N	13	27362	35879	98
2001-04-26	Thu	COL	D	12	47336	39132	73
2001-04-26	Thu	LAN	N	13	24143	44345	92
2001-04-26	Thu	MIL	D	12	25233	9600	56
2001-04-27	Fri	BOS	N	14	31850	23468	93
2001-04-27	Fri	CHA	N	13	16276	14448	81
2001-04-27	Fri	CLE	N	12	40320	42837	74
2001-04-27	Fri	DET	N	12	16458	20340	55
2001-04-27	Fri	MIN	N	10	24369	9213	94
2001-04-27	Fri	NYA	N	13	35170	54350	103
2001-04-27	Fri	ARI	N	14	32663	42297	98
2001-04-27	Fri	COL	N	13	44502	40096	73
2001-04-27	Fri	HOU	N	13	32120	33195	84
2001-04-27	Fri	LAN	N	14	40643	52806	92
2001-04-27	Fri	MIL	N	13	26350	8405	56
2001-04-27	Fri	TOR	N	13	16174	30167	78
2001-04-27	Fri	SDN	N	14	27896	24391	66
2001-04-27	Fri	SFN	N	13	41059	40930	95
2001-04-27	Fri	SLN	N	13	40674	28232	97
2001-04-28	Sat	TOR	D	14	19261	20485	78
2001-04-28	Sat	SDN	N	15	48326	44044	66
2001-04-28	Sat	SFN	D	14	41059	40930	95
2001-04-28	Sat	SLN	D	14	43843	29890	97
2001-04-28	Sat	BOS	D	15	32442	25371	93
2001-04-28	Sat	CHA	N	14	25542	10397	81
2001-04-28	Sat	CLE	N	13	41147	41905	74
2001-04-28	Sat	DET	D	13	18666	31529	55
2001-04-28	Sat	MIN	N	11	30479	10611	94
2001-04-28	Sat	NYA	D	14	38422	52559	103
2001-04-28	Sat	ARI	N	15	45264	36827	98
2001-04-28	Sat	COL	D	14	47143	42566	73
2001-04-28	Sat	HOU	D	14	33274	32130	84
2001-04-28	Sat	LAN	N	15	37322	31000	92
2001-04-28	Sat	MIL	D	14	40877	10002	56
2001-04-29	Sun	BOS	D	16	32791	28911	93
2001-04-29	Sun	CHA	D	15	25442	12026	81
2001-04-29	Sun	CLE	D	14	40132	42801	74
2001-04-29	Sun	DET	D	14	16769	33326	55
2001-04-29	Sun	MIN	D	12	23011	15803	94
2001-04-29	Sun	NYA	D	15	50572	25361	103
2001-04-29	Sun	ARI	N	16	34356	38060	98
2001-04-29	Sun	COL	D	15	47047	44829	73
2001-04-29	Sun	HOU	D	15	31376	34265	84
2001-04-29	Sun	LAN	D	16	43589	39411	92
2001-04-29	Sun	MIL	D	15	32700	12381	56
2001-04-29	Sun	TOR	D	15	23949	16637	78
2001-04-29	Sun	SDN	D	16	41654	31555	66
2001-04-29	Sun	SFN	D	15	41059	40930	95
2001-04-29	Sun	SLN	D	15	38401	34572	97
2001-04-30	Mon	TOR	D	16	13766	19191	78
2001-04-30	Mon	NYN	N	10	19083	0	75
2001-04-30	Mon	NYN	N	10	19083	32204	75
2001-04-30	Mon	BAL	N	11	28510	48563	67
2001-04-30	Mon	MIN	N	13	24629	10682	94
2001-05-01	Tue	ANA	N	10	15664	16433	99
2001-05-01	Tue	BAL	N	12	27208	34923	67
2001-05-01	Tue	KCA	N	10	14512	36317	62
2001-05-01	Tue	MIN	N	14	24505	6780	94
2001-05-01	Tue	ATL	N	10	24922	33790	101
2001-05-01	Tue	CHN	N	10	28842	37484	67
2001-05-01	Tue	CIN	N	10	21473	27003	78
2001-05-01	Tue	FLO	N	11	10377	15478	79
2001-05-01	Tue	MON	N	10	4340	12186	83
2001-05-01	Tue	OAK	N	10	10935	11802	103
2001-05-01	Tue	SEA	N	11	36642	27579	93
2001-05-01	Tue	TEX	N	11	25638	35155	72
2001-05-01	Tue	NYN	N	11	25619	0	75
2001-05-01	Tue	NYN	N	11	25619	32204	75
2001-05-01	Tue	PHI	N	9	14138	25877	80
2001-05-01	Tue	PIT	N	9	22926	20724	72
2001-05-02	Wed	OAK	N	11	14048	23783	103
2001-05-02	Wed	SEA	N	12	40170	37086	93
2001-05-02	Wed	TEX	N	12	33825	42659	72
2001-05-02	Wed	NYN	N	12	23262	27560	75
2001-05-02	Wed	PHI	N	10	13243	23031	80
2001-05-02	Wed	PIT	N	10	22880	12295	72
2001-05-02	Wed	ANA	N	11	15516	17086	99
2001-05-02	Wed	BAL	N	13	26615	37961	67
2001-05-02	Wed	KCA	N	11	13401	26879	62
2001-05-02	Wed	MIN	N	15	36825	6596	94
2001-05-02	Wed	ATL	N	11	24802	41389	101
2001-05-02	Wed	CHN	N	11	27016	37274	67
2001-05-02	Wed	CIN	N	11	21323	34458	78
2001-05-02	Wed	FLO	N	12	10308	22787	79
2001-05-02	Wed	MON	N	11	4352	12315	83
2001-05-03	Thu	ANA	N	12	15372	16153	99
2001-05-03	Thu	BAL	N	14	40218	43892	67
2001-05-03	Thu	KCA	D	12	23869	23568	62
2001-05-03	Thu	ATL	N	12	26411	29463	101
2001-05-03	Thu	CHN	D	12	27307	38121	67
2001-05-03	Thu	CIN	N	12	18371	35557	78
2001-05-03	Thu	MON	N	12	4788	14461	83
2001-05-03	Thu	OAK	D	12	10586	14289	103
2001-05-03	Thu	SEA	N	13	32513	38307	93
2001-05-03	Thu	TEX	D	13	34051	30081	72
2001-05-03	Thu	PHI	D	11	17383	34033	80
2001-05-03	Thu	PIT	N	11	23048	13765	72
2001-05-04	Fri	OAK	N	13	20631	8363	103
2001-05-04	Fri	SEA	N	14	42284	43427	93
2001-05-04	Fri	TBA	N	13	16478	17532	55
2001-05-04	Fri	NYN	N	13	36945	37987	75
2001-05-04	Fri	PHI	N	12	20713	23234	80
2001-05-04	Fri	PIT	N	12	32653	15459	72
2001-05-04	Fri	ANA	N	13	36690	16144	99
2001-05-04	Fri	BAL	N	15	43133	43619	67
2001-05-04	Fri	KCA	N	13	16075	14544	62
2001-05-04	Fri	ATL	N	13	40981	35046	101
2001-05-04	Fri	CHN	D	13	27871	26828	67
2001-05-04	Fri	CIN	N	13	24630	29124	78
2001-05-04	Fri	FLO	N	13	11108	11442	79
2001-05-04	Fri	MON	N	13	6017	14410	83
2001-05-05	Sat	ANA	N	14	24758	31888	99
2001-05-05	Sat	BAL	D	16	47726	48354	67
2001-05-05	Sat	KCA	N	14	17052	13224	62
2001-05-05	Sat	ATL	N	14	48543	31734	101
2001-05-05	Sat	CHN	D	14	38468	30853	67
2001-05-05	Sat	CIN	D	14	23975	42126	78
2001-05-05	Sat	FLO	N	14	17253	9344	79
2001-05-05	Sat	MON	N	14	20541	10019	83
2001-05-05	Sat	OAK	D	14	29248	8266	103
2001-05-05	Sat	SEA	D	15	42894	42940	93
2001-05-05	Sat	TBA	D	14	16180	20054	55
2001-05-05	Sat	TEX	N	14	47674	26940	72
2001-05-05	Sat	NYN	D	14	35630	27153	75
2001-05-05	Sat	PHI	N	13	17887	23260	80
2001-05-05	Sat	PIT	N	13	37596	25557	72
2001-05-06	Sun	OAK	N	15	40186	14477	103
2001-05-06	Sun	SEA	D	16	45080	30289	93
2001-05-06	Sun	TBA	D	15	19511	15788	55
2001-05-06	Sun	TEX	D	15	34871	31692	72
2001-05-06	Sun	NYN	D	15	37673	33371	75
2001-05-06	Sun	PHI	D	14	25206	27564	80
2001-05-06	Sun	PIT	D	14	34915	28731	72
2001-05-06	Sun	ANA	D	15	29353	26827	99
2001-05-06	Sun	BAL	D	17	47740	48579	67
2001-05-06	Sun	KCA	D	15	16480	13344	62
2001-05-06	Sun	ATL	D	15	44144	37750	101
2001-05-06	Sun	CHN	D	15	36050	26689	67
2001-05-06	Sun	CIN	D	15	25929	46550	78
2001-05-06	Sun	FLO	D	15	10095	9072	79
2001-05-06	Sun	MON	D	15	6041	10735	83
2001-05-07	Mon	ARI	N	17	25636	33338	98
2001-05-07	Mon	COL	N	16	34644	44577	73
2001-05-07	Mon	HOU	N	16	31511	42043	84
2001-05-07	Mon	LAN	N	17	20807	31740	92
2001-05-07	Mon	MIL	N	16	30239	11989	56
2001-05-07	Mon	TEX	D	16	30073	28698	72
2001-05-07	Mon	SFN	N	16	38249	40930	95
2001-05-07	Mon	SLN	N	16	31891	38588	97
2001-05-08	Tue	TBA	N	16	11078	13555	55
2001-05-08	Tue	TOR	N	17	16479	23730	78
2001-05-08	Tue	SDN	N	17	20494	17966	66
2001-05-08	Tue	SFN	N	17	38123	40930	95
2001-05-08	Tue	SLN	N	17	35771	32270	97
2001-05-08	Tue	BOS	N	17	32941	31973	93
2001-05-08	Tue	CHA	N	16	13187	12526	81
2001-05-08	Tue	CLE	N	15	31537	40689	74
2001-05-08	Tue	DET	N	15	21662	36520	55
2001-05-08	Tue	NYA	N	16	29326	23097	103
2001-05-08	Tue	ARI	N	18	29817	32326	98
2001-05-08	Tue	COL	N	17	36602	41264	73
2001-05-08	Tue	HOU	N	17	31278	42280	84
2001-05-08	Tue	LAN	N	18	24956	37048	92
2001-05-08	Tue	MIL	N	17	26751	9239	56
2001-05-09	Wed	BOS	N	18	31616	31909	93
2001-05-09	Wed	CHA	N	17	13458	22545	81
2001-05-09	Wed	CLE	N	16	32664	40530	74
2001-05-09	Wed	DET	N	16	17933	31313	55
2001-05-09	Wed	NYA	N	17	23280	14292	103
2001-05-09	Wed	ARI	N	19	26150	43345	98
2001-05-09	Wed	COL	N	18	35952	40046	73
2001-05-09	Wed	HOU	N	18	31769	41882	84
2001-05-09	Wed	LAN	N	19	27301	33967	92
2001-05-09	Wed	MIL	N	18	30616	12842	56
2001-05-09	Wed	TBA	N	17	11108	13039	55
2001-05-09	Wed	TOR	N	18	16241	19161	78
2001-05-09	Wed	SDN	N	18	18902	25783	66
2001-05-09	Wed	SFN	N	18	38074	40930	95
2001-05-09	Wed	SLN	N	18	33921	45994	97
2001-05-10	Thu	TBA	N	18	11089	13251	55
2001-05-10	Thu	TOR	N	19	16130	15103	78
2001-05-10	Thu	SDN	D	19	20056	19405	66
2001-05-10	Thu	SFN	D	19	41059	40930	95
2001-05-10	Thu	SLN	D	19	45008	44975	97
2001-05-10	Thu	BOS	N	19	31428	31893	93
2001-05-10	Thu	CHA	N	18	12684	29177	81
2001-05-10	Thu	CLE	N	17	34502	40633	74
2001-05-10	Thu	DET	D	17	25306	27039	55
2001-05-10	Thu	NYA	N	18	29100	31143	103
2001-05-10	Thu	COL	D	19	40603	43178	73
2001-05-10	Thu	LAN	N	20	21907	28603	92
2001-05-10	Thu	MIL	D	19	36149	15712	56
2001-05-11	Fri	BOS	N	20	32718	33402	93
2001-05-11	Fri	CHA	N	19	19399	21863	81
2001-05-11	Fri	CLE	N	18	42009	40652	74
2001-05-11	Fri	DET	N	18	18811	27274	55
2001-05-11	Fri	MIN	N	16	19141	6675	94
2001-05-11	Fri	NYA	N	19	40433	26887	103
2001-05-11	Fri	ARI	N	20	30291	31726	98
2001-05-11	Fri	COL	N	20	43680	40188	73
2001-05-11	Fri	LAN	N	21	54343	43084	92
2001-05-11	Fri	MIL	N	20	31525	20571	56
2001-05-11	Fri	TOR	N	20	20279	15177	78
2001-05-11	Fri	SDN	N	20	24357	19517	66
2001-05-11	Fri	SFN	N	20	41059	40930	95
2001-05-11	Fri	SLN	N	20	47444	48372	97
2001-05-12	Sat	TOR	D	21	24908	15598	78
2001-05-12	Sat	SDN	N	21	41811	40110	66
2001-05-12	Sat	SFN	D	21	41059	40930	95
2001-05-12	Sat	SLN	D	21	46885	45151	97
2001-05-12	Sat	BOS	D	21	32686	31250	93
2001-05-12	Sat	CHA	N	20	31647	23144	81
2001-05-12	Sat	CLE	N	19	40399	42642	74
2001-05-12	Sat	DET	D	19	22133	30103	55
2001-05-12	Sat	MIN	N	17	26167	11500	94
2001-05-12	Sat	NYA	D	20	48288	54470	103
2001-05-12	Sat	ARI	N	21	33515	30462	98
2001-05-12	Sat	CIN	N	16	0	42221	78
2001-05-12	Sat	CIN	N	17	0	22435	78
2001-05-12	Sat	CIN	N	16	33175	42221	78
2001-05-12	Sat	CIN	N	17	33175	22435	78
2001-05-12	Sat	COL	D	21	43730	42184	73
2001-05-12	Sat	LAN	N	22	53006	26102	92
2001-05-12	Sat	MIL	N	21	42004	0	56
2001-05-12	Sat	MIL	N	21	42004	3913	56
2001-05-13	Sun	BOS	D	22	31926	32716	93
2001-05-13	Sun	CHA	D	21	21019	23636	81
2001-05-13	Sun	CLE	D	20	41399	42583	74
2001-05-13	Sun	DET	D	20	20012	33068	55
2001-05-13	Sun	MIN	D	18	18018	14013	94
2001-05-13	Sun	NYA	D	21	39819	55671	103
2001-05-13	Sun	ARI	D	22	32223	30759	98
2001-05-13	Sun	CIN	N	18	19096	27797	78
2001-05-13	Sun	COL	D	22	42235	41641	73
2001-05-13	Sun	LAN	D	23	37152	31323	92
2001-05-13	Sun	MIL	D	22	30084	0	56
2001-05-13	Sun	MIL	D	22	30084	3913	56
2001-05-13	Sun	TOR	D	22	20624	16124	78
2001-05-13	Sun	SDN	D	22	25781	26411	66
2001-05-13	Sun	SFN	D	22	41059	40930	95
2001-05-13	Sun	SLN	D	22	46167	37495	97
2001-05-14	Mon	MIN	N	19	10049	8333	94
2001-05-14	Mon	CIN	N	19	18683	24825	78
2001-05-14	Mon	MIL	D	23	26974	15808	56
2001-05-15	Tue	ANA	N	16	15904	25613	99
2001-05-15	Tue	BAL	N	18	33853	46107	67
2001-05-15	Tue	KCA	N	16	12858	19622	62
2001-05-15	Tue	MIN	N	20	15332	7309	94
2001-05-15	Tue	ATL	N	16	28921	40174	101
2001-05-15	Tue	CHN	N	16	31648	38957	67
2001-05-15	Tue	CIN	N	20	19201	26271	78
2001-05-15	Tue	FLO	N	16	10389	15296	79
2001-05-15	Tue	MON	N	16	4714	8845	83
2001-05-15	Tue	OAK	N	16	24351	8364	103
2001-05-15	Tue	SEA	N	17	31096	25672	93
2001-05-15	Tue	TEX	N	17	39348	38949	72
2001-05-15	Tue	NYN	N	16	21490	50971	75
2001-05-15	Tue	PHI	N	15	12307	21922	80
2001-05-15	Tue	PIT	N	15	30883	29728	72
2001-05-16	Wed	OAK	N	17	43932	14791	103
2001-05-16	Wed	SEA	N	18	33748	25583	93
2001-05-16	Wed	TEX	N	18	33695	47627	72
2001-05-16	Wed	NYN	N	17	20134	30828	75
2001-05-16	Wed	PHI	N	16	12105	20516	80
2001-05-16	Wed	PIT	N	16	29128	14015	72
2001-05-16	Wed	ANA	N	17	15611	15034	99
2001-05-16	Wed	BAL	N	19	27722	37747	67
2001-05-16	Wed	KCA	N	17	12378	28300	62
2001-05-16	Wed	MIN	N	21	22006	7777	94
2001-05-16	Wed	ATL	D	17	32461	48610	101
2001-05-16	Wed	CHN	N	17	31206	38307	67
2001-05-16	Wed	CIN	N	21	21843	23193	78
2001-05-16	Wed	FLO	N	17	9233	30229	79
2001-05-16	Wed	MON	N	17	4759	9411	83
2001-05-17	Thu	ANA	N	18	15204	15308	99
2001-05-17	Thu	BAL	N	20	27508	37262	67
2001-05-17	Thu	KCA	N	18	14272	23107	62
2001-05-17	Thu	MIN	D	22	18466	9505	94
2001-05-17	Thu	ATL	N	18	31221	40613	101
2001-05-17	Thu	CHN	D	18	36014	29135	67
2001-05-17	Thu	CIN	D	22	23723	26252	78
2001-05-17	Thu	FLO	N	18	10433	33401	79
2001-05-17	Thu	MON	N	18	12926	8311	83
2001-05-17	Thu	OAK	D	18	31073	25565	103
2001-05-17	Thu	SEA	D	19	43510	34067	93
2001-05-17	Thu	TEX	D	19	37191	39368	72
2001-05-17	Thu	NYN	N	18	18476	32772	75
2001-05-17	Thu	PHI	N	17	12433	22258	80
2001-05-17	Thu	PIT	N	17	29835	13711	72
2001-05-18	Fri	OAK	N	19	16823	15163	103
2001-05-18	Fri	SEA	N	20	45794	40665	93
2001-05-18	Fri	TBA	N	19	12131	14627	55
2001-05-18	Fri	TEX	N	20	35368	29930	72
2001-05-18	Fri	NYN	N	19	37502	36162	75
2001-05-18	Fri	PHI	N	18	17085	18399	80
2001-05-18	Fri	ANA	N	19	39177	15300	99
2001-05-18	Fri	BAL	N	21	38558	34764	67
2001-05-18	Fri	KCA	N	19	34154	19680	62
2001-05-18	Fri	ATL	N	19	34429	35808	101
2001-05-18	Fri	CHN	D	19	37830	29657	67
2001-05-18	Fri	FLO	N	19	20336	25147	79
2001-05-18	Fri	HOU	N	19	36223	41710	84
2001-05-18	Fri	MON	N	19	6851	15626	83
2001-05-19	Sat	ANA	N	20	40019	15644	99
2001-05-19	Sat	BAL	N	22	40041	36708	67
2001-05-19	Sat	KCA	N	20	26583	14191	62
2001-05-19	Sat	ATL	N	20	42789	33138	101
2001-05-19	Sat	CHN	D	20	40153	24601	67
2001-05-19	Sat	FLO	N	20	23122	14024	79
2001-05-19	Sat	HOU	N	20	41131	33381	84
2001-05-19	Sat	MON	N	20	7297	14321	83
2001-05-19	Sat	OAK	D	20	30820	6836	103
2001-05-19	Sat	SEA	D	21	45880	45264	93
2001-05-19	Sat	TBA	D	20	13304	24373	55
2001-05-19	Sat	TEX	N	21	48336	28850	72
2001-05-19	Sat	NYN	D	20	46346	25697	75
2001-05-19	Sat	PHI	N	19	24499	18941	80
2001-05-19	Sat	PIT	N	18	37857	16264	72
2001-05-20	Sun	OAK	D	21	39249	13232	103
2001-05-20	Sun	SEA	D	22	45953	34429	93
2001-05-20	Sun	TBA	D	21	13512	16194	55
2001-05-20	Sun	TEX	D	22	33272	27337	72
2001-05-20	Sun	NYN	D	21	43404	23665	75
2001-05-20	Sun	PHI	D	20	31391	17137	80
2001-05-20	Sun	PIT	D	19	35728	18524	72
2001-05-20	Sun	ANA	N	21	36339	35305	99
2001-05-20	Sun	BAL	D	23	41959	38656	67
2001-05-20	Sun	KCA	D	21	18596	20992	62
2001-05-20	Sun	ATL	D	21	33696	42222	101
2001-05-20	Sun	CHN	D	21	39350	21995	67
2001-05-20	Sun	FLO	D	21	13367	12564	79
2001-05-20	Sun	HOU	D	21	36296	32665	84
2001-05-20	Sun	MON	D	21	7269	10621	83
2001-05-21	Mon	ARI	N	23	28628	34846	98
2001-05-21	Mon	COL	N	23	38196	41231	73
2001-05-21	Mon	FLO	N	22	12169	15249	79
2001-05-21	Mon	HOU	N	22	28119	34736	84
2001-05-21	Mon	MON	N	22	5449	11898	83
2001-05-21	Mon	TOR	D	23	20806	17663	78
2001-05-22	Tue	TBA	N	22	11179	24209	55
2001-05-22	Tue	CLE	N	21	35362	42587	74
2001-05-22	Tue	KCA	N	22	15233	22394	62
2001-05-22	Tue	MIN	N	23	29005	9032	94
2001-05-22	Tue	ARI	N	24	33323	35163	98
2001-05-22	Tue	CHN	N	22	37385	38860	67
2001-05-22	Tue	COL	N	24	41563	38032	73
2001-05-22	Tue	FLO	N	23	12014	14587	79
2001-05-22	Tue	HOU	N	23	31094	42027	84
2001-05-22	Tue	MIL	N	24	30200	18153	56
2001-05-22	Tue	MON	N	23	4186	8766	83
2001-05-23	Wed	BAL	D	24	31249	47218	67
2001-05-23	Wed	CLE	N	22	36804	42888	74
2001-05-23	Wed	KCA	N	23	13316	30024	62
2001-05-23	Wed	MIN	D	24	26605	8633	94
2001-05-23	Wed	NYA	N	22	44108	55339	103
2001-05-23	Wed	ARI	N	25	34922	35121	98
2001-05-23	Wed	CHN	D	23	25966	30235	67
2001-05-23	Wed	COL	D	25	46836	39241	73
2001-05-23	Wed	HOU	D	24	34225	42632	84
2001-05-23	Wed	MIL	N	25	34613	21527	56
2001-05-23	Wed	MON	N	24	5292	11073	83
2001-05-23	Wed	TBA	N	23	11164	13113	55
2001-05-23	Wed	TOR	N	24	19115	20078	78
2001-05-23	Wed	PHI	N	21	0	14202	80
2001-05-23	Wed	PHI	N	22	0	19192	80
2001-05-23	Wed	PHI	N	21	13337	14202	80
2001-05-23	Wed	PHI	N	22	13337	19192	80
2001-05-24	Thu	TBA	N	24	11181	13870	55
2001-05-24	Thu	TOR	N	25	17062	18268	78
2001-05-24	Thu	NYN	N	22	22877	25292	75
2001-05-24	Thu	PHI	N	23	12287	20612	80
2001-05-24	Thu	SDN	D	23	19450	16863	66
2001-05-24	Thu	SFN	N	23	40856	40930	95
2001-05-24	Thu	BAL	N	25	34555	48443	67
2001-05-24	Thu	CLE	N	23	36295	42910	74
2001-05-24	Thu	NYA	D	23	55592	41284	103
2001-05-24	Thu	CHN	D	24	26227	37199	67
2001-05-24	Thu	MIL	D	26	40313	14110	56
2001-05-25	Fri	BAL	N	26	33117	47540	67
2001-05-25	Fri	BOS	N	23	32912	31861	93
2001-05-25	Fri	CLE	N	24	42455	41637	74
2001-05-25	Fri	DET	N	21	21053	29584	55
2001-05-25	Fri	KCA	N	24	17555	23645	62
2001-05-25	Fri	MIN	N	25	20866	13552	94
2001-05-25	Fri	ATL	N	22	28120	39423	101
2001-05-25	Fri	CHN	D	25	26526	39101	67
2001-05-25	Fri	CIN	N	23	24590	33018	78
2001-05-25	Fri	LAN	N	24	30141	23648	92
2001-05-25	Fri	TBA	N	25	10946	14108	55
2001-05-25	Fri	NYN	N	23	40456	37121	75
2001-05-25	Fri	PHI	N	24	12538	22194	80
2001-05-25	Fri	SDN	N	24	29965	15379	66
2001-05-25	Fri	SFN	N	24	41341	40930	95
